,Experiment,Date,Pre Post,Plot,Strip,PT Height (mm),evi_mean,ndvi_mean,gndvi_mean,savi_mean,msavi_mean,Total Biomass (kg/ha)
250,Testbed,2024-11-01,Pre,28.2,17,42.62529135,1.19597995281219,0.457340508699417,0.48356807231903,0.685944855213165,0.627606332302093,1197.197245
251,Testbed,2024-11-01,Pre,28.2,18,41.13203171,1.20794796943664,0.454406410455703,0.483040928840637,0.681544482707977,0.624837756156921,1366.41877
252,Testbed,2024-11-01,Pre,28.2,19,31.75344452,1.21537220478057,0.46093600988388,0.484183967113494,0.691338002681732,0.630984187126159,1572.602032
253,Testbed,2024-11-01,Pre,28.2,20,30.23021294,1.24444913864135,0.459048360586166,0.484229326248168,0.688505411148071,0.629212319850921,1444.039324
254,Testbed,2024-11-01,Pre,28.2,21,51.61805355,1.31113481521606,0.477956891059875,0.494207739830017,0.716865718364715,0.646750509738922,1414.287029
255,Testbed,2024-11-01,Pre,28.2,22,41.45771143,1.24456238746643,0.457845419645309,0.485975742340087,0.686701118946075,0.628081202507019,1556.769606
256,Testbed,2024-11-01,Pre,28.3,1,21.17428824,1.26825761795043,0.475144505500793,0.495020508766174,0.712648093700408,0.644170701503753,1388.610904
257,Testbed,2024-11-01,Pre,28.3,2,20.35494267,1.32732796669006,0.475320637226104,0.487460821866989,0.712911665439605,0.644332289695739,1310.274074
258,Testbed,2024-11-01,Pre,28.3,3,26.89643846,1.07001256942749,0.429959207773208,0.466427564620971,0.644876182079315,0.60132610797882,1316.514566
259,Testbed,2024-11-01,Pre,28.3,4,44.52355032,1.20890057086944,0.444123864173889,0.464404135942459,0.6661217212677,0.615045726299285,1668.594743
260,Testbed,2024-11-01,Pre,28.3,5,40.14860667,1.18308126926422,0.447276949882507,0.464243859052658,0.67085063457489,0.61806297302246,1634.528469
261,Testbed,2024-11-01,Pre,28.3,6,30.98487333,1.15714430809021,0.448849350214004,0.473642796277999,0.673208951950073,0.619562745094299,1088.744013
262,Testbed,2024-11-01,Pre,28.3,7,42.99954593,1.20680463314056,0.443117290735244,0.469298243522644,0.664610862731933,0.614079117774963,1139.118246
263,Testbed,2024-11-01,Pre,28.3,8,41.14828667,1.20330870151519,0.448516577482223,0.468160390853881,0.672709643840789,0.619245529174804,1161.303428
264,Testbed,2024-11-01,Pre,28.3,9,34.75817529,1.21712255477905,0.449932217597961,0.467267751693725,0.674832940101623,0.620593726634979,1582.872728
265,Testbed,2024-11-01,Pre,28.3,10,30.618324,1.13898468017578,0.447955042123794,0.475409835577011,0.671867430210113,0.618710041046142,1899.482198
266,Testbed,2024-11-01,Pre,28.3,11,28.91564323,1.23411297798156,0.450224041938781,0.475812852382659,0.67527025938034,0.620871126651763,1678.706546
267,Testbed,2024-11-01,Pre,28.3,12,39.18400316,1.15126979351043,0.445885777473449,0.470368176698684,0.668763935565948,0.616733193397522,1290.919737
268,Testbed,2024-11-01,Pre,28.3,13,40.26684839,1.21783137321472,0.443529397249221,0.466241776943206,0.665228903293609,0.614474773406982,1525.340368
269,Testbed,2024-11-01,Pre,28.3,14,36.86895474,1.21549785137176,0.457307696342468,0.48471787571907,0.685895562171936,0.627575397491455,1544.565477
270,Testbed,2024-11-01,Pre,28.3,15,51.81154,1.09849202632904,0.440726041793823,0.483644872903823,0.661026537418365,0.611779868602752,1094.17976
271,Testbed,2024-11-01,Pre,28.3,16,35.87219778,1.18185472488403,0.452793836593627,0.478721320629119,0.679125308990478,0.623311042785644,1096.167225
272,Testbed,2024-11-01,Pre,28.3,17,25.59136171,1.1846387386322,0.434367537498474,0.461990684270858,0.65148651599884,0.605624139308929,1135.644491
273,Testbed,2024-11-01,Pre,28.3,18,35.64528629,1.25572919845581,0.467338621616363,0.48693773150444,0.700940012931823,0.636957585811615,1097.799916
274,Testbed,2024-11-01,Pre,28.3,19,48.94579067,1.18832767009735,0.458120614290237,0.489953637123107,0.687115967273712,0.628341078758239,1480.68551
